（笑）,1285,1285,4438,名詞,一般,*,*,*,*,（笑）,（ワラ）,（ワラ）,追加エントリ
嘘憑き,1285,1285,5073,名詞,一般,*,*,*,*,嘘憑き,ウソツキ,ウソツキ,追加エントリ
一回,1314,1314,5020,名詞,副詞可能,*,*,*,*,一回,イッカイ,イッカイ,追加エントリ
君,1285,1285,5091,名詞,一般,*,*,*,*,君,キミ,キミ,追加エントリ
バス停,1285,1285,3285,名詞,一般,*,*,*,*,バス停,バステイ,バステイ,追加エントリ
身体,1285,1285,6537,名詞,一般,*,*,*,*,身体,カラダ,カラダ,追加エントリ
何物,1285,1285,4897,名詞,一般,*,*,*,*,何物,ナニモノ,ナニモノ,追加エントリ
肉球,1285,1285,5078,名詞,一般,*,*,*,*,肉球,ニクキュウ,ニクキュウ,追加エントリ
こんな風,1285,1285,6533,名詞,一般,*,*,*,*,こんな風,コンナフウ,コンナフウ,追加エントリ
そんな風,1285,1285,6533,名詞,一般,*,*,*,*,そんな風,ソンナフウ,ソンナフウ,追加エントリ
あんな風,1285,1285,6533,名詞,一般,*,*,*,*,あんな風,アンナフウ,アンナフウ,追加エントリ
憑く,679,679,6318,動詞,自立,*,*,五段・カ行イ音便,基本形,憑く,ツク,ツク
憑か,683,683,6680,動詞,自立,*,*,五段・カ行イ音便,未然形,憑く,ツカ,ツカ
憑こ,681,681,6233,動詞,自立,*,*,五段・カ行イ音便,未然ウ接続,憑く,ツコ,ツコ
憑き,689,689,6618,動詞,自立,*,*,五段・カ行イ音便,連用形,憑く,ツキ,ツキ
憑い,687,687,6769,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,憑く,ツイ,ツイ
憑け,675,675,6357,動詞,自立,*,*,五段・カ行イ音便,仮定形,憑く,ツケ,ツケ
憑け,685,685,6357,動詞,自立,*,*,五段・カ行イ音便,命令ｅ,憑く,ツケ,ツケ
憑きゃ,677,677,6232,動詞,自立,*,*,五段・カ行イ音便,仮定縮約１,憑く,ツキャ,ツキャ
初音ミク,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,初音ミク,ハツネミク,ハツネミク,追加エントリ
鏡音リン,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,鏡音リン,カガミネリン,カガミネリン,追加エントリ
鏡音レン,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,鏡音レン,カガミネレン,カガミネレン,追加エントリ
巡音ルカ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,巡音ルカ,メグリネルカ,メグリネルカ,追加エントリ
KAITO,1289,1289,6720,名詞,固有名詞,人名,一般,*,*,KAITO,カイト,カイト,追加エントリ
MEIKO,1289,1289,6669,名詞,固有名詞,人名,一般,*,*,MEIKO,メイコ,メイコ,追加エントリ
GUMI,1289,1289,6350,名詞,固有名詞,人名,一般,*,*,GUMI,グミ,グミ,追加エントリ
可不,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,可不,カフ,カフ,追加エントリ
正岡小豆,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,正岡小豆,マサオカアズキ,マサオカアズキ,追加エントリ
小林抹茶,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,小林抹茶,コバヤシマッチャ,コバヤシマッチャ,追加エントリ
神威がくぽ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,神威がくぽ,カムイガクポ,カムイガクポ,追加エントリ
ミライ小町,1289,1289,3302,名詞,固有名詞,人名,一般,*,*,ミライ小町,ミライコマチ,ミライコマチ,追加エントリ
兎眠りおん,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,兎眠りおん,トネリオン,トネリオン,追加エントリ
夢眠ネム,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,夢眠ネム,ユメミネム,ユメミネム,追加エントリ
心華,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,心華,シンファ,シンファ,追加エントリ
杏梨ルネ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,杏梨ルネ,アンリルネ,アンリルネ,追加エントリ
杏音,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,杏音,アノン,アノン,追加エントリ
鳥音,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,鳥音,カノン,カノン,追加エントリ
東北ずん子,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,東北ずん子,トウホクズンコ,トウホクズンコ,追加エントリ
桜乃そら,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,桜乃そら,ハルノソラ,ハルノソラ,追加エントリ
歌愛ユキ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,歌愛ユキ,カアイユキ,カアイユキ,追加エントリ
歌手音ピコ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,歌手音ピコ,ウタタネピコ,ウタタネピコ,追加エントリ
氷山キヨテル,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,氷山キヨテル,ヒヤマキヨテル,ヒヤマキヨテル,追加エントリ
紲星あかり,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,紲星あかり,キズナアカリ,キズナアカリ,追加エントリ
結月ゆかり,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,結月ゆかり,ユヅキユカリ,ユヅキユカリ,追加エントリ
蒼姫ラピス,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,蒼姫ラピス,アオキラピス,アオキラピス,追加エントリ
音街ウナ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,音街ウナ,オトマチウナ,オトマチウナ,追加エントリ
鳴花ヒメ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,鳴花ヒメ,メイカヒメ,メイカヒメ,追加エントリ
鳴花ミコト,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,鳴花ミコト,メイカミコト,メイカミコト,追加エントリ
重音テト,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,重音テト,カサネテト,カサネテト,追加エントリ
唄音ウタ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,唄音ウタ,ウタネウタ,ウタネウタ,追加エントリ
雪歌ユフ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,雪歌ユフ,セッカユフ,セッカユフ,追加エントリ
波音リツ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,波音リツ,ナミネリツ,ナミネリツ,追加エントリ
闇音レンリ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,闇音レンリ,ヤミネレンリ,ヤミネレンリ,追加エントリ
桃音モモ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,桃音モモ,モモネモモ,モモネモモ,追加エントリ
健音テイ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,健音テイ,スコネテイ,スコネテイ,追加エントリ
松田っぽいよ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,松田っぽいよ,マツダッポイヨ,マツダッポイヨ,追加エントリ
滲音かこい,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,滲音かこい,ニジミネカコイ,ニジミネカコイ,追加エントリ
欲音ルコ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,欲音ルコ,ヨクネルコ,ヨクネルコ,追加エントリ
雨歌エル,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,雨歌エル,アマガエル,アマガエル,追加エントリ
春歌ナナ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,春歌ナナ,ハルカナナ,ハルカナナ,追加エントリ
暗鳴ニュイ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,暗鳴ニュイ,アンナニュイ,アンナニュイ,追加エントリ
櫻歌ミコ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,櫻歌ミコ,オウカミコ,オウカミコ,追加エントリ
破壊音マイコ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,破壊音マイコ,ハカイネマイコ,ハカイネマイコ,追加エントリ
波音リツ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,波音リツ,ナミネリツ,ナミネリツ,追加エントリ
和音マコト,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,和音マコト,ナゴネマコト,ナゴネマコト,追加エントリ
星界,1289,1289,6845,名詞,固有名詞,人名,一般,*,*,星界,セカイ,セカイ,追加エントリ
裏命,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,裏命,リメイ,リメイ,追加エントリ
東北きりたん,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,東北きりたん,トウホクキリタン,トウホクキリタン,追加エントリ
赤咲湊,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,赤咲湊,アカザキミナト,アカザキミナト,追加エントリ
緑咲香澄,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,緑咲香澄,ミドリザキカスミ,ミドリザキカスミ,追加エントリ
双葉湊音,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,双葉湊音,フタバミナト,フタバミナト,追加エントリ
黄咲愛里,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,黄咲愛里,キザキアリ,キザキアリ,追加エントリ
狐子,1289,1289,6983,名詞,固有名詞,人名,一般,*,*,狐子,ココ,ココ,追加エントリ
小春六花,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,小春六花,コハルリッカ,コハルリッカ,追加エントリ
白咲優大,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,白咲優大,シロザキユウタ,シロザキユウタ,追加エントリ
銀咲大和,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,銀咲大和,ギンザキヤマト,ギンザキヤマト,追加エントリ
金咲小春,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,金咲小春,キンザキコハル,キンザキコハル,追加エントリ
奏兎める,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,奏兎める,カナトメル,カナトメル,追加エントリ
弦巻マキ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,弦巻マキ,ツルマキマキ,ツルマキマキ,追加エントリ
夏色花梨,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,夏色花梨,ナツキカリン,ナツキカリン,追加エントリ
花隈千冬,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,花隈千冬,ハナクマチトセ,ハナクマチトセ,追加エントリ
羽累,1289,1289,7230,名詞,固有名詞,人名,一般,*,*,羽累,ハル,ハル,追加エントリ
琴葉茜,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,琴葉茜,コトハアカネ,コトハアカネ,追加エントリ
琴葉葵,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,琴葉葵,コトハアオイ,コトハアオイ,追加エントリ
京町セイカ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,京町セイカ,キョウマチセイカ,キョウマチセイカ,追加エントリ
知声,1289,1289,6965,名詞,固有名詞,人名,一般,*,*,知声,チセイ,チセイ,追加エントリ
東北イタコ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,東北イタコ,トウホクイタコ,トウホクイタコ,追加エントリ
Mac音ナナ,1289,1289,6543,名詞,固有名詞,人名,一般,*,*,Mac音ナナ,マクネナナ,マクネナナ,追加エントリ
阿久女イク,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,阿久女イク,アクメイク,アクメイク,追加エントリ
月読アイ,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,月読アイ,ツキヨミアイ,ツキヨミアイ,追加エントリ
謡子,1289,1289,6615,名詞,固有名詞,人名,一般,*,*,謡子,ヨウコ,ヨウコ,追加エントリ
伊織弓鶴,1289,1289,6976,名詞,固有名詞,人名,一般,*,*,伊織弓鶴,イオリユヅル,イオリユヅル,追加エントリ
